Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
34,796,5,3,3,38,3,2,4,11388,19333,1,0,17,3,3,0,14,1,2,4,0,1,0,0
44,1214,5,5,3,35,3,1,1,4909,21903,3,0,15,3,2,1,14,1,4,1,1,0,2,0
42,1259,2,3,2,91,3,2,4,3264,14363,2,0,15,3,4,2,17,1,4,6,6,1,6,0
20,602,3,3,4,51,4,3,4,5226,22427,1,0,12,4,3,0,9,0,4,10,2,0,3,0
50,1013,2,3,4,75,4,1,2,3732,10769,5,0,17,3,1,0,11,0,3,1,0,0,0,0
49,1008,1,5,4,53,3,1,4,3610,12605,1,0,16,3,4,1,17,2,2,0,2,3,0,0
29,869,2,4,2,57,1,1,4,6103,8736,0,0,14,4,4,0,3,0,3,10,4,0,7,0
39,1432,1,3,4,48,4,1,4,2204,14195,2,0,12,3,3,1,0,2,4,2,2,2,2,0
40,1327,1,4,4,54,4,1,2,2387,14458,1,0,14,3,1,1,3,1,1,2,0,5,7,1
38,1197,15,3,3,58,4,1,1,4962,21689,4,1,17,3,4,0,6,0,3,1,1,0,3,1
30,1214,4,3,3,80,2,1,2,4860,19103,1,0,10,3,4,0,20,6,3,2,7,1,15,0
29,961,6,2,4,65,4,1,4,5835,15424,1,0,12,4,3,2,28,0,2,1,3,1,6,0
35,1420,1,3,3,96,2,5,4,12551,19085,2,0,24,2,3,0,4,2,3,5,3,1,1,0
47,1194,2,2,3,32,3,2,4,5178,8897,1,0,18,3,3,1,11,2,4,3,4,1,4,0
41,1228,1,5,3,65,4,1,3,6628,11064,3,0,10,4,4,3,7,2,3,7,0,1,1,0
32,1361,1,3,3,70,2,2,2,3017,18658,5,1,20,3,2,2,15,1,2,1,2,0,0,1
43,774,1,5,2,94,4,4,3,7215,18903,1,0,10,3,2,0,14,2,3,3,1,0,0,0
18,1307,7,3,4,33,3,3,3,3777,21160,2,0,21,3,4,1,4,1,2,1,0,2,1,0
47,695,5,3,4,70,4,1,4,5093,14850,3,0,21,3,1,2,7,2,3,13,0,0,0,0
18,845,3,3,3,89,2,2,3,4654,20283,3,0,19,3,4,1,10,2,4,3,4,3,0,0
32,835,3,2,1,46,4,3,3,8237,19627,3,1,20,3,3,2,21,3,3,0,0,2,2,0
24,1478,12,3,3,91,1,3,2,2552,24377,2,0,11,3,3,1,6,1,3,1,1,0,9,1
23,1356,1,1,2,31,3,3,2,2000,11657,0,1,20,3,2,0,0,2,3,0,1,0,2,1
47,1201,1,3,1,81,3,4,2,4417,17378,2,0,12,3,4,1,22,1,3,0,0,0,1,0
31,1227,2,3,3,95,3,4,1,6212,18229,3,0,15,3,4,1,15,2,3,3,1,1,0,0
39,1062,7,4,3,76,2,2,3,5303,24977,2,0,24,3,4,1,2,3,4,2,4,3,0,0
35,1447,24,2,3,60,3,2,1,9100,11420,0,0,17,3,4,0,14,3,3,16,0,0,3,0
40,996,1,2,1,33,2,3,2,6116,16894,3,0,24,3,2,0,18,0,4,0,0,0,5,0
36,880,10,3,3,94,3,3,4,3707,13885,4,0,11,3,3,3,12,5,4,7,3,0,1,0
23,663,8,5,2,62,2,1,3,2000,16940,1,0,17,3,3,0,22,4,4,1,2,0,2,0
45,1286,1,4,4,32,4,5,4,4364,11946,4,0,10,3,3,0,16,0,4,1,3,1,3,0
31,1234,2,3,3,78,1,1,4,8217,8809,0,0,19,3,4,2,14,2,2,17,0,1,0,0
20,884,2,3,4,63,2,2,3,4039,17733,3,0,11,3,3,1,13,3,3,8,4,0,1,0
31,525,19,1,3,38,2,4,4,4984,13709,3,0,12,3,4,0,13,1,3,4,1,1,3,0
51,1338,1,5,1,44,3,1,1,6067,11093,3,0,13,4,4,1,19,5,3,5,2,0,3,0
44,511,8,3,4,34,2,2,4,2958,13506,3,0,21,4,2,1,10,3,4,23,0,0,0,0
32,1203,2,2,2,70,3,1,4,6711,8837,2,1,12,3,4,1,19,1,1,4,0,0,0,0
32,1470,6,3,3,73,4,2,4,11142,24157,1,0,22,3,3,3,14,1,2,0,4,1,3,0
32,937,2,2,3,65,3,1,2,4507,17879,3,0,11,3,4,0,12,2,4,0,0,1,0,0
56,734,4,5,1,87,3,2,3,2794,21851,1,0,10,4,3,1,9,4,1,5,0,0,5,0
39,1204,8,2,4,90,1,2,2,4753,15193,3,1,15,4,3,0,9,2,2,5,2,0,0,1
40,1317,8,3,3,73,3,5,3,2000,23356,3,0,24,3,1,0,14,1,3,6,2,0,0,0
46,1046,10,2,2,30,2,5,4,5816,16216,3,1,11,4,4,2,20,2,4,0,2,0,0,0
38,1467,1,4,1,78,4,1,3,6161,17757,2,0,11,3,4,0,16,3,3,14,2,1,7,0
33,551,5,4,2,59,2,3,3,11359,16360,3,1,21,3,1,1,6,1,4,4,2,0,4,0
34,1004,1,3,4,69,3,1,4,4460,20465,1,0,14,3,4,0,0,2,2,5,2,1,6,0
35,1218,2,3,4,75,3,1,3,6028,17633,2,0,20,3,3,0,17,5,4,0,7,0,1,0
35,1362,3,4,2,54,4,1,4,3195,12617,1,0,13,4,4,1,33,0,2,16,2,1,5,0
43,679,2,1,1,94,2,5,4,4112,10474,4,0,16,3,1,1,9,2,2,4,2,2,5,0
36,1300,3,3,4,39,3,5,1,2292,18304,3,1,13,3,3,0,8,0,3,4,0,1,1,1
43,1052,28,2,3,77,2,1,3,4458,16316,4,1,16,3,3,3,18,0,1,14,6,0,15,0
35,896,1,5,3,30,3,1,2,4218,9631,4,1,21,3,2,0,5,0,3,13,0,0,5,0
36,631,5,3,3,94,4,1,3,5707,14725,4,0,21,3,3,0,23,2,3,1,2,0,10,0
18,1365,2,4,2,37,3,2,4,3598,16751,4,0,17,3,3,0,15,1,2,13,1,1,6,0
45,657,1,3,4,36,3,2,4,5123,22057,1,0,23,3,2,0,11,3,4,6,2,0,4,0
39,809,1,2,4,53,4,1,3,4160,9293,0,0,13,3,3,0,5,2,3,0,1,0,8,0
45,790,14,2,2,56,3,3,2,4164,13924,0,1,13,3,4,2,19,2,4,1,3,4,1,1
18,1371,10,2,3,45,3,2,2,5116,21985,4,0,19,3,3,1,8,2,4,2,0,0,4,0
56,1172,11,3,3,70,3,4,3,5015,19023,3,0,19,3,2,0,17,5,2,4,1,5,0,0
34,1296,23,2,3,61,3,3,1,7191,12929,0,0,10,3,3,3,15,4,3,6,5,3,3,0
47,750,1,1,2,32,2,2,3,4627,22370,1,0,19,3,3,0,22,4,3,1,0,3,4,0
25,1124,2,4,4,52,4,3,1,4125,16385,2,0,15,2,4,0,13,1,4,9,0,3,3,0
42,1071,5,5,3,86,3,3,3,4489,16471,1,0,21,3,4,0,36,0,4,9,2,0,5,0
25,1332,3,3,3,78,1,1,2,3438,24601,1,0,22,3,1,0,16,2,3,5,11,0,1,0
29,1406,2,3,3,80,4,2,4,4105,24100,6,1,18,2,3,1,13,6,1,12,0,0,2,0
55,512,2,1,2,78,3,4,4,13569,14095,1,0,10,3,4,0,8,1,3,8,0,0,0,0
34,1174,4,3,1,51,2,1,3,3113,10389,2,1,19,4,4,1,19,1,4,1,2,0,0,1
38,551,4,4,4,36,3,1,1,4275,13536,0,0,21,3,3,1,9,2,3,8,0,3,3,0
44,1048,1,2,2,49,4,2,3,4049,8518,1,0,13,4,1,2,5,1,4,15,1,0,2,0
40,787,3,2,4,88,4,3,2,4343,8353,1,1,16,3,3,2,8,1,3,0,5,0,0,1
37,806,4,4,3,98,4,3,3,4164,14723,2,1,24,3,1,0,10,0,1,19,0,2,0,0
39,852,4,3,3,64,4,4,4,5651,23997,1,0,14,3,4,0,29,1,4,0,3,0,1,0
60,1121,1,1,3,30,1,2,3,2089,22813,0,1,13,4,1,1,14,0,4,3,2,0,3,0
35,834,6,3,3,39,3,1,3,8255,16694,1,0,13,3,2,0,6,2,2,7,7,0,2,0
38,1232,1,3,1,52,4,2,3,6743,17608,3,1,18,3,3,0,20,6,2,7,10,3,0,0
46,904,2,3,3,70,3,3,4,2640,8100,1,0,24,3,3,1,13,1,3,6,1,1,4,0
47,568,7,4,4,35,3,1,4,2000,11663,1,0,19,3,3,0,22,6,4,3,2,2,0,0
47,1283,4,4,4,96,3,1,3,3015,8421,3,1,14,4,3,2,27,1,3,5,4,0,3,0
42,785,1,3,2,55,3,1,3,4353,20827,3,0,19,4,4,0,0,2,2,6,1,5,0,0
24,932,5,5,3,93,4,2,3,17856,10475,1,0,19,3,3,3,0,1,3,3,0,0,15,0
52,1185,4,3,2,84,3,4,2,6448,22773,0,0,18,3,3,2,27,4,3,4,10,2,0,0
24,832,7,4,2,82,3,3,3,2000,18936,4,0,12,4,3,0,6,3,3,9,1,6,4,0
39,556,6,3,1,72,4,5,3,3481,11900,2,1,19,3,3,1,0,2,3,1,0,1,2,1
28,873,4,4,4,73,3,1,1,4785,10681,1,1,16,3,3,1,7,1,4,3,5,1,0,1
35,1444,3,5,2,74,2,4,2,5579,18669,3,0,10,4,3,1,4,3,3,0,2,0,0,0
39,1141,1,1,2,74,3,3,3,2546,23314,1,1,18,3,4,1,5,3,3,5,0,0,1,0
39,1171,1,5,2,68,4,2,4,4593,20212,1,0,24,2,3,1,18,2,3,1,0,3,4,0
40,1132,2,4,2,99,4,5,3,3432,13925,4,0,15,3,4,0,9,2,3,3,1,0,0,0
52,698,4,4,3,81,4,1,4,2830,17985,4,0,24,3,3,0,0,3,3,1,7,4,3,0
40,918,3,2,1,84,3,4,3,5595,13282,1,0,11,3,3,3,12,4,3,0,8,2,3,0
33,1250,1,4,2,91,2,4,3,7236,24985,2,0,20,3,3,0,5,3,3,3,1,1,0,0
45,601,1,4,3,45,4,3,3,7483,20730,4,0,11,3,2,0,10,3,4,2,5,1,0,0
47,777,3,2,3,35,4,2,4,6549,18444,2,1,14,4,3,0,10,4,4,2,1,0,7,0
23,776,1,5,4,63,2,1,1,3832,15195,2,0,18,4,3,2,18,3,3,1,3,0,1,0
41,932,6,1,3,65,2,2,3,7025,18508,1,0,18,3,1,1,7,2,4,14,1,0,0,0
43,1480,1,2,2,88,4,2,2,5736,13807,2,1,21,4,3,2,17,2,4,0,2,0,3,1
33,567,4,3,4,61,4,3,3,5255,8490,1,0,19,4,3,2,0,3,4,11,1,4,0,0
49,1018,14,3,1,69,4,3,4,3619,14716,3,0,18,3,4,2,19,2,2,6,0,0,1,0
34,679,1,3,3,66,4,4,2,3833,23818,4,0,23,3,4,1,22,1,3,0,0,1,0,0
37,1470,3,1,3,32,3,1,3,5099,18647,3,0,16,3,3,0,10,2,3,3,1,0,14,0
34,613,1,5,2,73,3,3,3,16646,9427,1,0,13,1,3,0,5,1,3,22,11,2,1,0
36,903,4,1,3,87,3,4,4,5713,23044,0,0,12,3,1,1,3,0,2,5,10,1,15,0
25,1237,3,2,4,41,1,3,3,3620,12570,1,0,15,3,2,0,11,1,3,0,5,1,1,0
21,1204,2,1,4,71,3,1,4,3241,12144,4,0,20,3,4,1,21,1,3,3,0,5,1,0
51,922,3,3,3,71,3,1,4,3843,13050,1,0,10,3,2,1,8,2,4,3,1,4,7,0
27,846,11,5,3,41,3,1,3,14598,17812,2,0,11,3,2,1,20,5,4,8,1,2,1,0
26,897,1,3,2,38,3,3,3,4025,17259,0,0,11,3,4,0,2,1,2,12,1,5,1,0
18,764,1,4,2,98,3,3,3,7734,16354,5,0,18,4,4,0,9,2,2,0,0,1,0,0
29,705,9,1,3,57,2,5,4,4072,20198,2,1,13,3,4,2,11,1,3,1,2,3,9,0
22,983,4,3,3,45,2,2,1,5600,13381,1,0,12,3,4,0,13,4,3,1,0,1,0,0
52,768,11,3,4,41,2,2,3,7301,21295,3,0,18,3,4,1,9,0,3,27,4,0,4,0
46,787,4,3,3,76,2,3,4,3692,10980,4,0,21,3,2,1,21,1,4,4,3,10,2,0
29,1156,8,1,3,72,4,4,3,3566,21304,1,0,14,3,3,3,22,3,4,10,1,0,0,0
58,1468,2,3,3,75,2,4,3,11264,19284,1,0,18,4,3,2,10,1,2,2,3,0,0,0
45,1103,6,3,4,36,2,3,3,8040,19614,4,1,11,3,3,1,7,1,3,6,0,0,8,0
32,576,12,4,4,92,3,2,2,7297,16186,4,1,24,4,4,1,7,2,4,1,0,0,4,1
18,575,4,3,3,57,3,3,3,7285,19339,1,0,15,3,3,0,20,0,4,12,1,0,3,0
58,1451,1,2,3,51,2,4,3,6184,9356,2,0,24,3,1,0,6,1,2,3,4,1,1,0
22,797,1,3,4,62,4,2,4,13478,22476,3,0,24,3,2,2,0,3,2,8,0,10,0,0
19,592,1,2,1,57,4,1,2,5023,8944,2,0,21,3,2,1,1,3,2,1,2,0,3,0
46,1099,1,4,4,90,2,1,4,6559,10528,3,0,10,3,4,1,17,3,4,5,0,3,2,0
60,1123,1,3,3,95,2,1,3,2379,17805,2,0,18,3,3,0,1,1,3,2,1,0,3,0
49,1148,4,2,3,51,4,3,1,3253,20569,8,0,11,4,3,2,8,3,3,0,0,0,1,1
41,767,4,5,3,90,4,1,4,2696,9296,2,1,23,4,3,0,12,0,1,2,3,2,13,1
41,515,2,3,4,84,3,1,1,9293,23653,1,0,21,4,3,2,0,3,1,3,2,4,0,0
44,1465,4,1,1,95,1,1,4,2000,24551,1,0,24,2,4,1,13,3,3,0,3,0,0,0
43,750,1,3,4,47,3,2,4,4019,18301,0,0,19,3,3,0,9,1,3,1,0,0,7,0
38,1176,1,2,3,70,3,2,2,2000,16181,0,1,17,3,4,0,0,1,3,3,0,0,3,1
37,1206,1,4,3,49,2,3,2,3243,20603,2,0,17,3,4,0,13,4,2,2,3,4,1,1
35,1110,3,4,2,87,3,1,3,3844,13582,1,0,15,3,4,2,15,0,3,2,0,0,4,0
28,812,1,5,3,30,3,1,3,9822,16385,3,0,17,3,3,2,13,4,4,3,0,1,1,0
33,771,1,3,3,69,3,2,3,5992,23574,2,0,19,3,4,1,16,1,2,0,1,4,0,0
19,1097,2,3,3,53,4,2,3,3240,24246,1,0,23,4,3,1,14,3,4,0,4,1,3,0
35,1366,8,4,4,52,4,1,3,8374,23760,1,0,18,4,4,1,17,1,2,9,2,5,0,0
26,1446,1,2,3,75,3,1,2,4958,12461,2,0,22,3,4,1,4,2,2,0,0,5,0,1
24,605,5,3,4,89,4,4,4,5007,11951,4,1,22,4,4,1,0,1,3,5,2,1,0,0
37,654,5,3,3,72,2,3,4,2693,13060,2,1,17,3,4,0,2,1,4,2,3,1,1,0
49,1444,8,1,4,89,4,1,3,2995,15502,2,1,15,3,3,2,5,2,3,17,1,0,0,0
45,1236,13,3,1,48,2,1,4,3253,13340,1,0,19,4,2,2,28,2,3,0,0,9,6,0
20,1382,1,4,3,66,1,5,2,5030,14361,1,0,16,3,3,0,5,1,3,8,3,0,2,0
26,702,1,4,3,61,3,3,1,5109,18550,1,0,11,4,4,2,7,1,2,3,2,3,1,0
45,1087,10,1,3,30,3,2,3,10636,20962,1,1,15,3,2,1,10,4,2,0,0,0,3,1
26,1201,3,1,4,68,4,3,3,5958,20504,2,1,24,4,3,0,9,1,4,1,3,0,4,1
33,1180,4,2,1,76,3,3,3,2000,21845,2,1,10,4,3,0,26,2,2,2,2,0,2,1
41,908,5,4,1,71,2,3,4,5604,8547,4,0,20,3,3,1,0,2,3,1,4,1,0,0
26,515,5,2,4,81,3,2,4,2380,8811,3,1,22,3,4,2,29,0,4,2,0,0,0,0
37,1082,13,4,2,69,3,2,3,3032,21419,4,0,19,3,3,2,13,2,2,12,0,0,5,0
22,753,28,2,4,34,3,1,4,3274,17062,5,0,18,3,4,1,19,0,3,2,2,0,0,0
29,950,6,3,3,38,3,4,1,3527,17828,3,0,20,3,3,0,12,1,2,2,1,0,0,0
39,1457,1,3,4,71,4,2,2,2471,8893,2,0,16,4,4,0,18,2,2,7,1,1,3,0
20,899,10,4,2,49,4,1,4,5441,12340,1,0,11,3,2,0,4,3,2,7,4,0,0,0
40,1339,1,2,2,35,4,4,3,2427,18852,3,0,24,4,2,2,1,0,3,0,2,0,14,0
35,688,1,3,3,60,2,4,3,5874,22606,2,0,16,3,4,3,32,1,3,6,3,1,6,0
41,1172,11,2,4,68,3,5,3,15040,23588,0,0,19,3,4,0,27,2,3,3,0,3,2,0
38,1477,1,4,3,53,3,4,3,2528,16507,4,1,17,3,3,2,3,0,4,0,3,1,5,1
49,601,1,4,3,80,3,5,2,4263,17273,3,0,10,3,3,1,17,3,2,1,1,7,1,1
37,508,1,2,3,75,3,1,3,2000,22161,2,1,24,3,3,0,21,1,3,0,0,0,4,1
31,933,9,4,4,53,4,4,2,4228,17139,0,0,21,3,3,1,17,3,3,2,0,3,3,0
37,592,3,3,4,82,3,4,1,6777,16786,1,1,12,2,2,2,10,4,2,1,0,1,0,1
41,1248,5,2,4,75,4,1,3,7046,23386,6,0,24,3,3,0,28,3,2,2,1,1,8,0
36,1414,1,3,1,74,4,1,2,5108,21428,1,1,21,3,3,2,17,1,3,4,1,1,5,1
36,934,7,2,1,68,4,5,4,7666,23454,3,0,17,4,3,0,4,3,4,6,13,0,9,0
28,758,7,4,3,30,4,1,1,17553,11710,2,1,19,4,3,0,8,1,4,4,6,0,3,0
29,934,1,4,4,78,3,4,2,11569,16914,4,0,11,3,4,0,3,1,2,5,5,1,1,0
21,1223,2,2,2,56,2,1,3,3784,22322,0,1,18,2,3,2,11,1,4,10,2,0,0,1
53,509,1,3,2,95,3,1,3,2379,9889,2,1,11,3,4,1,10,3,4,10,4,1,0,0
23,1089,18,4,4,87,1,2,1,4011,21509,3,0,18,4,3,2,18,0,3,9,0,2,0,0
29,1113,5,5,1,71,3,1,1,3061,11110,1,0,18,3,3,1,17,2,2,0,2,0,0,1
28,1137,13,3,3,47,3,3,4,6159,21738,0,1,23,3,1,1,15,0,4,1,1,0,2,1
44,742,1,5,3,44,3,2,4,2722,18404,1,0,20,3,2,2,14,3,3,3,0,0,3,0
33,1214,7,3,3,53,4,1,3,4739,11285,4,0,13,3,3,1,20,5,4,2,0,0,1,0
48,591,7,3,4,63,4,1,3,7472,16047,2,0,23,3,3,2,10,2,3,0,2,0,2,0
29,699,5,4,3,50,2,2,2,4673,19592,1,0,18,3,4,0,0,1,3,1,0,0,1,0
38,1377,16,3,3,66,3,1,3,3062,18775,1,0,19,3,3,1,28,3,2,18,3,0,3,0
27,1238,2,3,3,41,3,3,3,8843,15263,2,1,12,3,4,2,4,2,4,2,7,0,13,0
57,513,1,3,3,98,3,2,4,2000,23289,1,0,22,2,4,2,17,2,2,2,0,0,3,0
24,748,5,4,3,37,4,1,2,4171,16827,3,0,23,3,2,0,9,2,1,0,1,10,0,1
39,714,6,4,2,95,3,2,4,4813,16599,4,0,21,4,3,1,23,3,3,6,4,9,1,0
42,770,4,3,1,93,3,1,2,4954,9058,2,0,24,3,3,1,4,4,3,2,1,0,4,0
40,747,1,3,1,66,4,1,2,5378,23676,2,0,14,4,3,0,6,1,2,0,7,0,2,0
34,562,3,3,2,80,4,1,1,6668,11010,4,0,22,3,2,0,8,1,3,17,6,1,9,0
34,958,1,3,3,60,2,4,2,4828,16981,1,0,17,3,4,0,16,3,3,7,0,0,0,0
36,1232,2,2,4,74,3,4,4,4088,21660,1,0,12,3,4,2,13,0,3,6,0,1,1,0
34,1106,5,4,4,53,3,4,3,4008,11662,2,0,20,3,4,2,16,3,1,15,11,1,0,0
45,1172,6,3,4,51,2,2,1,3620,16965,1,0,20,3,3,0,13,1,3,2,9,0,4,0
58,581,1,3,3,70,1,1,4,7286,12091,1,1,14,3,3,2,19,0,2,6,1,3,2,0
30,1451,2,2,3,64,3,2,4,3557,20914,3,0,10,4,3,0,19,1,2,1,0,3,0,0
22,1338,1,2,3,70,3,3,4,7505,17593,5,0,12,3,3,1,24,0,3,5,2,8,1,0
35,1305,1,5,2,50,2,5,4,4961,22551,3,0,15,2,3,2,14,0,3,0,1,0,2,0
60,1322,7,3,1,55,3,1,2,3787,23207,1,0,12,4,2,2,14,2,2,0,8,4,15,1
27,1432,11,2,3,35,4,1,4,6695,19028,2,0,12,3,4,0,26,2,3,2,4,1,1,0
52,1044,2,3,4,33,2,3,4,3416,20331,6,0,15,3,4,2,21,1,2,0,3,1,0,0
52,700,6,3,2,47,1,4,4,6762,17336,1,0,24,3,4,1,16,0,2,3,1,4,2,0
30,1116,11,1,1,35,4,4,4,5466,14535,2,1,21,3,4,2,0,4,3,3,3,5,1,0
41,1242,9,3,4,37,1,3,3,3647,19018,4,1,14,3,3,1,0,1,3,4,1,2,2,0
52,1237,1,3,2,86,4,5,4,6401,23440,3,0,24,3,1,2,16,3,3,0,0,0,1,0
32,1021,15,3,4,32,3,2,2,6459,15083,2,0,19,3,4,0,17,1,3,0,2,1,3,0
33,568,2,3,4,76,3,4,3,8767,13344,0,0,16,3,4,1,6,0,3,4,2,1,7,0
30,871,2,3,4,49,2,5,1,7967,14603,5,0,17,3,3,1,14,0,4,5,4,3,0,0
25,1420,1,5,3,91,1,4,4,6283,15401,0,0,16,3,1,1,4,1,2,0,6,2,5,0
29,1084,3,3,4,63,2,2,2,2796,9250,1,0,13,3,4,1,16,2,2,3,1,0,8,1
23,1038,1,2,3,51,2,1,3,16718,16473,2,0,15,3,1,3,16,1,3,7,1,1,1,0
36,768,1,2,3,66,3,2,3,2436,16403,2,0,17,4,3,2,16,2,3,0,1,0,0,0
28,868,1,3,3,56,2,2,4,7900,18003,4,0,17,3,2,0,14,2,3,2,1,5,5,0
38,1395,8,4,2,69,3,4,3,6097,14167,3,0,21,3,4,2,9,2,2,1,4,0,3,0
20,1166,10,2,3,38,3,1,4,2732,18422,2,0,15,3,3,0,10,1,3,12,2,1,0,0
39,1287,1,4,3,99,2,1,4,4618,22929,2,0,20,4,4,1,21,3,4,1,7,4,1,0
44,954,9,1,4,59,1,3,3,4725,24243,1,0,18,2,3,2,15,1,3,1,3,1,2,0
18,1130,9,3,4,54,1,1,3,9440,17921,1,1,24,3,3,0,15,2,3,11,0,3,0,0
39,748,7,4,4,79,1,2,4,3440,8724,1,0,15,3,4,2,12,0,2,2,0,3,3,0
48,1205,1,3,1,55,3,2,4,4311,24477,6,1,23,4,2,2,17,5,2,3,1,0,3,0
23,927,5,3,4,88,3,3,4,2000,19999,0,0,22,3,3,1,19,3,1,0,1,1,6,0
52,942,14,2,3,61,4,1,2,11700,13711,3,0,19,3,3,0,6,6,3,20,1,2,2,0
40,1149,5,4,4,80,3,4,4,2877,10501,4,0,19,3,4,1,16,1,4,8,0,1,2,0
28,1436,2,1,4,37,3,2,3,5787,10438,3,0,11,3,2,3,10,1,4,5,11,1,2,0
35,564,3,4,1,89,3,4,3,4671,10851,3,0,24,3,3,0,14,1,3,0,0,1,0,0
41,1324,5,2,4,81,3,2,4,4679,8774,0,0,11,4,4,1,18,0,4,0,3,0,4,0
36,792,3,4,1,44,2,1,2,7368,23336,0,0,18,3,3,0,0,4,3,3,0,1,3,0
41,943,1,3,3,40,2,1,4,11334,17193,2,0,14,3,1,0,3,0,3,1,1,0,5,0
26,521,1,4,3,52,3,1,3,5573,19899,2,0,16,3,4,2,6,2,2,4,1,0,4,0
37,801,8,3,2,98,3,2,4,6819,22077,0,0,19,3,3,0,6,4,3,4,1,1,3,0
21,1002,9,5,4,47,3,1,2,5793,21456,1,0,23,3,1,3,10,3,2,9,2,1,0,0
34,556,1,2,1,61,3,2,3,8174,23004,0,0,16,3,3,1,25,2,3,1,2,0,7,0
26,991,15,2,2,32,3,2,4,3899,24443,6,0,24,3,4,1,21,1,4,4,2,2,1,0
28,1427,1,3,3,57,3,1,1,8414,15464,2,1,18,3,2,0,7,2,2,7,2,0,9,1
48,605,5,1,4,69,3,1,1,8563,24155,5,0,12,3,3,3,18,2,2,3,5,5,1,1
46,1264,6,2,4,96,3,3,4,8444,20295,4,0,12,4,4,0,11,1,2,8,6,0,0,0
42,909,8,5,4,66,3,5,2,3533,9201,1,1,20,3,1,1,14,2,3,0,4,0,6,1
25,1155,14,5,4,87,3,1,4,4518,19590,4,0,10,4,1,0,4,2,2,6,0,2,4,0
32,760,1,3,3,68,3,1,2,5539,19674,4,0,17,3,3,1,1,0,3,14,9,1,4,0
48,659,9,5,1,32,4,5,3,2476,23399,2,0,12,3,4,1,17,0,3,2,8,0,0,0
37,660,1,3,2,52,3,1,4,10910,14339,1,0,16,3,2,1,12,5,3,2,3,0,6,0
59,570,6,2,3,70,3,5,4,4884,17943,2,0,21,3,4,0,16,1,2,0,2,0,2,0
39,685,6,4,4,96,4,1,3,5664,8207,2,0,16,3,3,1,24,6,4,5,0,0,1,0
37,1164,5,3,3,90,3,4,3,3683,13645,2,0,12,4,3,2,10,1,3,4,4,0,7,0
32,1381,1,5,4,45,1,2,4,2531,9058,4,0,13,4,3,1,10,4,3,0,6,1,3,0
37,1314,10,2,3,45,4,4,2,3633,16871,0,0,15,3,4,0,26,2,3,6,3,4,0,0
34,1185,1,3,1,44,1,2,3,5484,21896,1,0,11,4,2,0,12,0,3,8,2,3,2,0
43,610,1,1,2,94,3,3,2,6882,11509,1,1,18,3,3,0,5,4,2,11,0,0,3,1
45,789,6,2,4,89,4,1,3,5328,16966,2,1,19,4,3,0,17,2,3,3,1,4,6,0
28,809,3,1,4,84,4,1,2,5845,11468,3,0,10,3,2,0,10,2,3,3,3,1,0,0
22,749,9,5,4,57,1,3,3,4152,10051,0,0,16,4,1,1,5,1,3,10,0,0,4,0
18,1015,2,4,1,65,3,2,3,6298,16686,1,0,16,2,1,0,12,0,1,2,3,2,4,0
41,1035,1,4,4,62,3,4,1,10315,9345,1,0,15,4,3,1,18,1,1,5,4,0,0,0
24,856,9,3,2,47,3,2,1,6991,17985,0,1,18,3,1,3,2,3,3,4,1,0,0,0
18,853,3,3,1,65,1,4,4,7367,8532,1,0,15,3,4,3,2,2,2,2,0,0,2,0
39,1328,1,2,4,32,3,2,3,5693,9814,2,0,16,3,4,2,11,4,4,0,5,1,4,0
60,1289,6,2,2,39,3,5,4,2317,17349,1,1,21,4,1,0,3,0,2,0,0,0,2,1
35,807,3,3,4,92,2,5,4,2915,18053,2,0,12,3,3,0,1,0,3,2,1,3,5,0
44,1413,4,4,2,82,3,2,1,6169,8492,3,0,19,3,1,2,12,3,3,3,3,1,2,0
36,1452,3,3,3,59,3,4,3,4887,17747,3,0,17,3,2,0,20,1,4,8,5,1,3,0
35,826,8,1,4,66,4,4,1,6123,22254,2,1,14,4,3,0,18,4,3,2,5,0,0,0
45,854,8,1,3,55,4,1,4,11364,20279,2,0,20,3,3,1,11,3,2,1,2,3,0,0
33,1005,6,2,4,81,3,3,4,7065,10230,0,0,18,3,4,0,22,3,2,3,1,1,3,0
38,1441,1,3,2,84,4,1,3,9222,18072,1,0,17,4,3,2,25,1,3,1,5,1,4,0
39,1376,9,5,3,83,4,4,4,5153,19428,1,1,20,3,3,2,15,5,3,0,2,2,2,1
29,602,5,3,3,80,2,1,2,3282,8632,2,0,22,3,2,2,9,1,3,0,2,0,2,1
45,892,5,4,2,44,2,1,3,4774,22540,6,0,24,3,1,2,24,1,2,1,1,0,2,0
34,1053,2,3,3,53,3,2,4,3286,23406,1,0,19,4,4,0,24,2,4,0,1,1,0,0
28,1003,10,3,2,62,3,2,2,10712,22457,1,0,23,3,1,2,14,0,1,1,1,1,3,0
41,693,6,2,4,53,3,4,2,7296,22018,3,0,10,3,4,0,21,1,3,7,1,0,1,0
27,1358,1,4,3,82,3,5,3,6375,20664,4,1,17,4,2,1,5,1,4,1,1,0,2,1
